title,wordsInTitle,url,imdbRating,ratingCount,duration,year,type,nrOfWins,Nominations,nrOfPhotos,nrOfNewsArticles,nrOfUserReviews,nrOfGenre,Action,Adult,Adventure,Animation,Biography,Comedy,Crime,Documentary,Drama,Family,Fantasy,FilmNoir,GameShow,History,Horror,Music,Musical,Mystery,News,RealityTV,Romance,SciFi,Short,Sport,TalkShow,Thriller,War,Western,genre
chanson der liebe (2007),chanson der liebe,http://www.imdb.com/title/tt0996605/,7.2,6176,6000,2007.0,video.movie,4,9,12,239,26,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,Drama
me luv u long time 11 (video 2007),me luv u long time video,http://www.imdb.com/title/tt0999984/,,,,2007.0,video.movie,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Adult
pokémon ranger und der tempel des meeres (2006),pok mon ranger und der tempel des meeres,http://www.imdb.com/title/tt1000095/,6.4,79,6300,2006.0,video.movie,0,0,0,0,0,3,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Action
recount - florida zählt nach (tv movie 2008),recount florida z hlt nach tv movie,http://www.imdb.com/title/tt1000771/,7.5,8928,6960,2008.0,video.movie,8,23,35,423,62,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Drama
sex and the city: der film (2008),sex and the city der film,http://www.imdb.com/title/tt1000774/,5.4,85227,8700,2008.0,video.movie,1,11,198,302,467,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Comedy
megamind (2010),megamind,http://www.imdb.com/title/tt1001526/,7.3,126477,5700,2010.0,video.movie,1,13,94,1028,177,3,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Comedy
witless protection (2008),witless protection,http://www.imdb.com/title/tt1001562/,3.1,5142,5820,2008.0,video.movie,0,0,22,52,20,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Comedy
westlich st. louis (1950),westlich st louis,http://www.imdb.com/title/tt0043117/,7.2,2521,5160,1950.0,video.movie,0,0,7,16,40,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Western
prevodachkata na cherno-beli filmi (2007),prevodachkata na cherno beli filmi,http://www.imdb.com/title/tt1006937/,7.0,14,3360,2007.0,video.movie,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Documentary
barbie fairytopia: magic of the rainbow (video 2007),barbie fairytopia magic of the rainbow video,http://www.imdb.com/title/tt1007920/,5.7,516,4500,2007.0,video.movie,2,2,0,0,4,3,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Animation
the dialogue: an interview with screenwriter jim uhls (video 2006),the dialogue an interview with screenwriter jim uhls video,http://www.imdb.com/title/tt1009997/,8.7,7,4980,2006.0,video.movie,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,TalkShow
redbelt (2008),redbelt,http://www.imdb.com/title/tt1012804/,6.8,17324,5940,2008.0,video.movie,0,0,42,103,115,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Drama
die tudors,die tudors destiny and fortune tv episode,http://www.imdb.com/title/tt1014044/,8.8,267,3000,2008.0,video.episode,0,0,0,0,1,3,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Drama
home (2009),home,http://www.imdb.com/title/tt1014762/,8.6,16197,7200,2009.0,video.movie,1,1,39,53,42,3,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Documentary
faustrecht der großstadt (1950),faustrecht der gro stadt,http://www.imdb.com/title/tt0043132/,7.7,4194,5700,1950.0,video.movie,0,0,6,18,96,3,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Crime
en souvenir de nous (2007),en souvenir de nous,http://www.imdb.com/title/tt1015981/,6.2,5,5520,2007.0,video.movie,0,0,6,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Drama
colossus,colossus,http://www.imdb.com/title/tt1016073/,,,,,video.movie,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,Drama
mogari no mori (2007),mogari no mori,http://www.imdb.com/title/tt1016205/,7.3,1488,5820,2007.0,video.movie,3,1,0,0,11,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Drama
enron: the smartest guys in the room (2005),enron the smartest guys in the room,http://www.imdb.com/title/tt1016268/,7.7,8897,6600,2005.0,video.movie,3,3,2,260,31,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Documentary
crows zero (2007),crows zero,http://www.imdb.com/title/tt1016290/,7.2,4278,7800,2007.0,video.movie,1,2,0,0,17,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Action
logic room - der tod ist unberechenbar (2007),logic room der tod ist unberechenbar,http://www.imdb.com/title/tt1016301/,6.7,9420,5520,2007.0,video.movie,4,1,2,0,28,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,Mystery
eine für 4 - unterwegs in sachen liebe (2008),eine f r unterwegs in sachen liebe,http://www.imdb.com/title/tt1018785/,6.2,18456,7020,2008.0,video.movie,0,0,80,36,32,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Comedy
a serious man (2009),a serious man,http://www.imdb.com/title/tt1019452/,7.0,82241,6360,2009.0,video.movie,26,45,55,1543,304,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Comedy
the dicks of hazzard (video 2006),the dicks of hazzard video,http://www.imdb.com/title/tt1019907/,,,5460,2006.0,video.movie,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Adult
eden lake (2008),eden lake,http://www.imdb.com/title/tt1020530/,6.9,43310,5460,2008.0,video.movie,7,6,9,525,322,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,Horror
die liebesfälscher (2010),die liebesf lscher,http://www.imdb.com/title/tt1020773/,7.2,11136,6360,2010.0,video.movie,10,11,9,520,75,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Drama
der navigator (1924),der navigator,http://www.imdb.com/title/tt0015163/,8.1,5304,3540,1924.0,video.movie,0,0,2,12,43,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Comedy
mang shan (2007),mang shan,http://www.imdb.com/title/tt1020972/,7.4,882,5700,2007.0,video.movie,3,1,0,0,17,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Drama
step up to the streets (2008),step up to the streets,http://www.imdb.com/title/tt1023481/,6.1,51899,5880,2008.0,video.movie,2,3,28,207,107,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,Drama
il divo - der göttliche (2008),il divo der g ttliche,http://www.imdb.com/title/tt1023490/,7.3,8448,6600,2008.0,video.movie,19,23,18,131,43,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Biography
doghouse (2009),doghouse,http://www.imdb.com/title/tt1023500/,6.1,15985,5340,2009.0,video.movie,0,0,5,225,48,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Comedy
wild child - erstklassig zickig (2008),wild child erstklassig zickig,http://www.imdb.com/title/tt1024255/,6.0,25401,5880,2008.0,video.movie,0,0,33,140,45,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Comedy
the wayne train (tv movie 1973),the wayne train tv movie,http://www.imdb.com/title/tt1024675/,5.8,10,180,1973.0,video.movie,0,0,0,0,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Documentary
mtv video music awards 2007 (2007),mtv video music awards,http://www.imdb.com/title/tt1024757/,3.7,147,5220,2007.0,video.tv,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Music
om shanti om (2007),om shanti om,http://www.imdb.com/title/tt1024943/,6.7,17332,9720,2007.0,video.movie,32,21,6,604,142,3,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Comedy
the red skelton show (tv series 1951–2013),the red skelton show tv series,http://www.imdb.com/title/tt0043224/,8.0,442,3600,2013.0,video.tv,3,16,14,22,8,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Comedy
secretariat - ein pferd wird zur legende (2010),secretariat ein pferd wird zur legende,http://www.imdb.com/title/tt1028576/,7.2,17363,7380,2010.0,video.movie,2,5,73,781,131,3,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Drama
martyrs (2008),martyrs,http://www.imdb.com/title/tt1029234/,7.1,44467,5940,2008.0,video.movie,5,5,7,392,346,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,Drama
the dialogue: an interview with screenwriter jose rivera (video 2006),the dialogue an interview with screenwriter jose rivera video,http://www.imdb.com/title/tt1031233/,,,4920,2006.0,video.movie,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,TalkShow
splinter (2008),splinter,http://www.imdb.com/title/tt1031280/,6.1,22344,4920,2008.0,video.movie,7,1,12,183,115,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,Horror
die band von nebenan (2007),die band von nebenan,http://www.imdb.com/title/tt1032856/,7.6,9346,5220,2007.0,video.movie,46,13,23,5,58,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Comedy
love vegas (2008),love vegas,http://www.imdb.com/title/tt1033643/,6.1,113454,5940,2008.0,video.movie,2,3,84,618,144,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Comedy
viel lärm um nichts (tv movie 2007),viel l rm um nichts tv movie,http://www.imdb.com/title/tt1034085/,,,7200,2007.0,video.movie,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Drama
weeds: vermeintliche vorstadtidylle (tv movie 2005),weeds vermeintliche vorstadtidylle tv movie,http://www.imdb.com/title/tt1035511/,6.4,12,840,2005.0,video.movie,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Documentary
"mensch\, derek!",mensch derek not so sweet sixteen tv episode,http://www.imdb.com/title/tt1036144/,8.5,8,1320,2007.0,video.episode,0,0,0,0,0,3,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Comedy
a complete history of my sexual failures (2008),a complete history of my sexual failures,http://www.imdb.com/title/tt1037033/,6.3,3227,5400,2008.0,video.movie,1,4,0,0,28,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Comedy
den hals in der schlinge (1951),den hals in der schlinge,http://www.imdb.com/title/tt0043276/,6.8,818,5280,1951.0,video.movie,0,0,5,4,15,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,Adventure
comedy central roast of flavor flav (tv movie 2007),comedy central roast of flavor flav tv movie,http://www.imdb.com/title/tt1037714/,7.1,939,5400,2007.0,video.movie,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Comedy
pulse 2: afterlife (video 2008),pulse afterlife video,http://www.imdb.com/title/tt1038072/,3.6,1918,5340,2008.0,video.movie,0,0,0,0,22,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,Drama
legion (2010),legion,http://www.imdb.com/title/tt1038686/,5.1,66821,6000,2010.0,video.movie,0,0,99,1286,298,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Action
der kautions-cop (2010),der kautions cop,http://www.imdb.com/title/tt1038919/,5.4,74309,6600,2010.0,video.movie,1,5,57,1288,130,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Comedy
the union: the business behind getting high (2007),the union the business behind getting high,http://www.imdb.com/title/tt1039647/,8.4,6124,6240,2007.0,video.movie,2,2,4,0,11,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Documentary
nanayomachi (2008),nanayomachi,http://www.imdb.com/title/tt1039790/,7.6,437,5400,2008.0,video.movie,0,0,0,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Drama
ein amerikaner in paris (1951),ein amerikaner in paris,http://www.imdb.com/title/tt0043278/,7.3,17357,6780,1951.0,video.movie,4,7,52,127,125,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,Musical
100 years of john wayne (tv movie 2007),years of john wayne tv movie,http://www.imdb.com/title/tt1042871/,7.1,10,900,2007.0,video.movie,1,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Documentary
delhi-6 (2009),delhi,http://www.imdb.com/title/tt1043451/,6.1,4551,8460,2009.0,video.movie,2,7,27,151,86,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Comedy
jonas - die serie (tv series 2009–2010),jonas die serie tv series,http://www.imdb.com/title/tt1044418/,4.5,4053,1500,2009.0,video.tv,5,6,6,1367,34,3,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Comedy
the nba on tnt (tv series 1988– ),the nba on tnt tv series,http://www.imdb.com/title/tt1044569/,7.5,133,18000,1988.0,video.tv,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Sport
tales from the script (2009),tales from the script,http://www.imdb.com/title/tt1045642/,7.1,1082,6300,2009.0,video.movie,0,0,5,18,7,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Documentary
saturday night live: the best of commercial parodies (tv movie 2005),saturday night live the best of commercial parodies tv movie,http://www.imdb.com/title/tt1045653/,7.0,138,5100,2005.0,video.movie,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Comedy
i love you phillip morris (2009),i love you phillip morris,http://www.imdb.com/title/tt1045772/,6.7,64453,5880,2009.0,video.movie,3,5,65,783,150,3,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Biography
g.i. joe - geheimauftrag cobra (2009),g i joe geheimauftrag cobra,http://www.imdb.com/title/tt1046173/,5.8,146506,7080,2009.0,video.movie,3,11,77,1671,527,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Action
hollywood on set,hollywood on set ocean s thirteen day watch hostel part ii tv episode,http://www.imdb.com/title/tt1046540/,3.0,6,1560,2007.0,video.episode,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,News
in the hands of the gods (2007),in the hands of the gods,http://www.imdb.com/title/tt1051231/,7.3,545,6360,2007.0,video.movie,0,0,2,0,7,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Documentary
the sopranos: a sitdown (tv movie 2007),the sopranos a sitdown tv movie,http://www.imdb.com/title/tt1051917/,8.0,38,720,2007.0,video.movie,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Documentary
baazi (1951),baazi,http://www.imdb.com/title/tt0043307/,7.5,191,8580,1951.0,video.movie,0,0,0,0,3,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Crime
true blood,true blood the first taste tv episode,http://www.imdb.com/title/tt1051962/,8.1,1373,3240,2008.0,video.episode,0,0,0,0,5,3,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Drama
repo men (2010),repo men,http://www.imdb.com/title/tt1053424/,6.3,76894,6660,2010.0,video.movie,0,0,40,757,177,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Crime
futurama: bender's game (video 2008),futurama bender s game video,http://www.imdb.com/title/tt1054486/,7.3,14030,5280,2008.0,video.movie,0,0,6,16,36,3,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Action
heroes,heroes chapter five fight or flight tv episode,http://www.imdb.com/title/tt1054848/,7.9,841,2580,2007.0,video.episode,0,0,0,0,1,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,Drama
would i lie to you? (tv series 2007– ),would i lie to you tv series,http://www.imdb.com/title/tt1055238/,8.1,1636,1800,2007.0,video.tv,1,3,0,0,2,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Comedy
so spielt das leben (2010),so spielt das leben,http://www.imdb.com/title/tt1055292/,6.5,67700,6840,2010.0,video.movie,0,0,38,836,87,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Comedy
painted skin - die verfluchten krieger (2008),painted skin die verfluchten krieger,http://www.imdb.com/title/tt1055300/,6.4,2769,6180,2008.0,video.movie,8,20,0,0,15,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Action
transformers: animated (tv series 2007– ),transformers animated tv series,http://www.imdb.com/title/tt1055335/,6.7,1001,1200,2007.0,video.tv,0,0,4,30,27,3,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Action
transformers - die rache (2009),transformers die rache,http://www.imdb.com/title/tt1055369/,6.0,247796,9000,2009.0,video.movie,10,21,151,4481,1420,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Action
the culture show,the culture show british film special tv episode,http://www.imdb.com/title/tt1056909/,,,3420,2007.0,video.episode,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,Documentary
flashpoint - das spezialkommando (tv series 2008–2012),flashpoint das spezialkommando tv series,http://www.imdb.com/title/tt1059475/,7.7,12127,2460,2008.0,video.tv,22,68,80,217,61,3,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Crime
crap shoot: the documentary (2007),crap shoot the documentary,http://www.imdb.com/title/tt1062901/,4.7,168,5820,2007.0,video.movie,1,0,0,0,7,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Documentary
baseball,baseball the national pastime tv episode,http://www.imdb.com/title/tt1063713/,8.2,52,68400,1994.0,video.episode,0,0,0,0,2,3,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Documentary
wasser für die elefanten (2011),wasser f r die elefanten,http://www.imdb.com/title/tt1067583/,7.0,79332,7200,2011.0,video.movie,3,9,51,3978,256,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Drama
adult world (2013),adult world,http://www.imdb.com/title/tt1067765/,6.1,5360,5820,2013.0,video.movie,0,0,12,157,28,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Comedy
plötzlich star (2011),pl tzlich star,http://www.imdb.com/title/tt1067774/,5.7,23212,6540,2011.0,video.movie,0,0,16,0,40,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Comedy
larry king live,larry king live mark consuelos tv episode,http://www.imdb.com/title/tt1068044/,,,3600,2007.0,video.episode,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,News
telstar: the joe meek story (2008),telstar the joe meek story,http://www.imdb.com/title/tt1068669/,6.4,1019,7140,2008.0,video.movie,0,0,0,33,21,3,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Biography
der ja-sager (2008),der ja sager,http://www.imdb.com/title/tt1068680/,6.9,222282,6240,2008.0,video.movie,3,7,84,751,233,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Comedy
code monkeys (tv series 2007– ),code monkeys tv series,http://www.imdb.com/title/tt1068683/,7.2,2098,1800,2007.0,video.tv,0,0,0,0,15,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Comedy
nokan - die kunst des ausklangs (2008),nokan die kunst des ausklangs,http://www.imdb.com/title/tt1069238/,8.1,29990,7800,2008.0,video.movie,33,6,15,40,95,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Drama
ink (2009),ink,http://www.imdb.com/title/tt1071804/,7.0,15947,6420,2009.0,video.movie,1,0,4,29,192,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Action
ghost rider: spirit of vengeance (2011),ghost rider spirit of vengeance,http://www.imdb.com/title/tt1071875/,4.3,67232,5760,2011.0,video.movie,0,0,45,1941,305,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Action
boeing boeing (tv movie 1978),boeing boeing tv movie,http://www.imdb.com/title/tt1071903/,,,5820,1978.0,video.movie,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Comedy
party down (tv series 2009–2010),party down tv series,http://www.imdb.com/title/tt1073507/,8.3,20568,1800,2009.0,video.tv,1,1,48,1178,23,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Comedy
prayers for bobby (tv movie 2009),prayers for bobby tv movie,http://www.imdb.com/title/tt1073510/,8.1,8915,5400,2009.0,video.movie,2,7,3,135,37,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Biography
supravietuitorul (2008),supravietuitorul,http://www.imdb.com/title/tt1073673/,6.3,959,,2008.0,video.movie,0,0,6,0,11,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Crime
chucho el remendado (1952),chucho el remendado,http://www.imdb.com/title/tt0043406/,7.0,29,5100,1952.0,video.movie,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Comedy
die jagd zum magischen berg (2009),die jagd zum magischen berg,http://www.imdb.com/title/tt1075417/,5.7,33885,5880,2009.0,video.movie,0,0,65,564,106,3,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Action
you bet your life,you bet your life episode tv episode,http://www.imdb.com/title/tt1076128/,,,1800,1959.0,video.episode,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Comedy
johnny gaddaar (2007),johnny gaddaar,http://www.imdb.com/title/tt1077248/,8.0,4928,8100,2007.0,video.movie,3,1,0,0,56,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Crime
planet terror (2007),planet terror,http://www.imdb.com/title/tt1077258/,7.2,139544,6300,2007.0,video.movie,0,0,28,711,246,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Action
cheon-nyeon-yeo-woo-yeo-woo-bi (2007),cheon nyeon yeo woo yeo woo bi,http://www.imdb.com/title/tt1077274/,7.1,552,5160,2007.0,video.movie,0,0,0,0,5,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Animation
diary of a miniature stunt pilot (video 2007),diary of a miniature stunt pilot video,http://www.imdb.com/title/tt1077371/,,,540,2007.0,video.movie,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Comedy
comin' round the mountain (1951),comin round the mountain,http://www.imdb.com/title/tt0043425/,6.9,884,4620,1951.0,video.movie,0,0,3,0,10,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Comedy
jerry cotton (2010),jerry cotton,http://www.imdb.com/title/tt1080019/,5.2,608,5400,2010.0,video.movie,0,0,0,0,0,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Comedy
dangerous days: making blade runner (video 2007),dangerous days making blade runner video,http://www.imdb.com/title/tt1080585/,8.3,974,12840,2007.0,video.movie,0,0,0,0,8,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Documentary
